title     appeared  type rank
BEFLIX    1963 pl   2762
Data Access Language     1990 pl   2763
Service Modeling Language     2009 pl   2764
CorVision 1986 pl   2765
IAL  1958 pl   2766
Joe-E     2004 pl   2767
O-Matrix  1994 pl   2768
SA-C 1998 pl   2769
WLambda   2019 pl   2770
zlang     2017 pl   2771
PLEXIL    2005 pl   2772
System 2  2008 pl   2773
WCPS 2008 pl   2774
cytosol   2020 pl   2775
BRUIN     1968 pl   2776
Yakou Lang     2021 pl   2777
DIANA     1980 ir   2778
WSFN 1983 pl   2779
Dixy 2017 dataNotation   2780
RicScript 2019 pl   2781
truck     2019 pl   2782
ASP.NET   2002 pl   2783
MathML    1998 xmlFormat 2784
Namespace Routing Language    2003 xmlFormat 2785
tsar 2019 pl   2786
RoyalScript    2016 pl   2787
dreamlisp 2019 pl   2788
Tawa 2021 pl   2789
SQHTML    2022 pl   2790
Sugi 2021 pl   2791
albatross 2015 pl   2792
empirical 2019 pl   2793
GolfScript     2007 esolang   2794
hecl 2004 pl   2795
Indental  2017 dataNotation   2796
Jesth     2022 dataNotation   2797
links     2016 pl   2798
PromQL    2014 queryLanguage  2799
qed-lang  2015 pl   2800
runic     2017 template  2801
Seq  2019 pl   2802
Bossam Rule Language     2004 queryLanguage  2803
kivy-lang 2010 pl   2804
phylip    1991 textDataFormat 2805
Public Key File     1995 application    2806
REALBasic (now Xojo)     1996 pl   2807
Rust HIR  2015 ir   2808
euboea    2018 pl   2809
Nuprl     1984 pl   2810
ABSYS     1966 pl   2811
KL0  1982 pl   2812
cql  1998 pl   2813
QUTE 1986 pl   2814
CHIP 1985 pl   2815
DATATRIEVE     1970 queryLanguage  2816
IBM HAScript   1990 pl   2817
PL-11     1971 pl   2818
ROOP 1995 pl   2819
ZOPL 1979 pl   2820
SNOBOL4   1967 pl   2821
Mentat    1987 pl   2822
Kermeta   2012 pl   2823
XDR Schema     1998 xmlFormat 2824
LEXX 1985 editor    2825
Schema for Object-Oriented XML     1998 xmlFormat 2826
COFFEE Cinema 4D    1992 pl   2827
Visual DialogScript 2000 pl   2828
FX-87     1987 pl   2829
JAWS Scripting Language  2008 pl   2830
MacroML   2001 pl   2831
Business Object Notation 1989 notation  2832
CYBIL     1980 pl   2833
Datapoint's Advanced Systems Language   1982 pl   2834
FORMAC    1993 pl   2835
KonsolScript   2005 pl   2836
Spark     1988 pl   2837
tibet     1997 framework 2838
codeflow  2014 pl   2839
c-talk    1999 pl   2840
hilbert   2014 pl   2841
Lush 2002 pl   2842
Pickle    1995 binaryDataFormat    2843
pikachu   2017 esolang   2844
SARL 2013 pl   2845
ttsneo    2006 pl   2846
Typoscript     1998 dataNotation   2847
ASCII Armor    2007 textEncodingFormat  2848
CSL  1966 pl   2849
Homespring     2003 pl   2850
PLAIN     1976 pl   2851
Post-X    1980 grammarLanguage     2852
prompter  2011 pl   2853
strudel   2011 textDataFormat 2854
IpTables Rope  2005 pl   2855
Datomic   2012 queryLanguage  2856
CLX  1985 pl   2857
Adenine   1999 pl   2858
Lagoona   1997 pl   2859
Sort Merge Generator     1951 pl   2860
TACPOL    1976 pl   2861
MARIA XML 2009 xmlFormat 2862
AMBIT     1964 pl   2863
o:XML     2002 pl   2864
BBj  2001 pl   2865
BBx  1985 pl   2866
R2ML 2003 xmlFormat 2867
JSML 2001 xmlFormat 2868
SYMBOLIC ASSEMBLY   1956 assembly  2869
FleXML    2001 pl   2870
GRML 2003 pl   2871
Robic     1975 pl   2872
ThingLab  1979 pl   2873
51forth   1980 pl   2874
Concurrent METATEM  1993 pl   2875
LispMe    2008 pl   2876
Met-English    1950 pl   2877
ObjectPAL 1993 pl   2878
SheerPower4GL  2000 pl   2879
Business application language 1974 pl   2880
IITRAN    1969 pl   2881
Soulver   2005 editor    2882
Bayer Expressions   2018 dataNotation   2883
ed script 1973 diffFormat     2884
mawk 1991 pl   2885
Tefkat    2004 pl   2886
XMTC 1990 pl   2887
APE100    1995 pl   2888
BasicX    1998 pl   2889
RASP 1988 pl   2890
CaPSL     1989 pl   2891
CorbaScript    1998 pl   2892
RunRev    2003 pl   2893
Compact Application Solution Language   1997 pl   2894
FXScript  2002 pl   2895
ProSet    1990 pl   2896
Minilang  2016 interpreter    2897
20-GATE   1961 pl   2898
Citrine   2014 pl   2899
SMILES arbitrary target specification   1987 textDataFormat 2900
boa  2013 plzoo     2901
Entropy   2021 esolang   2902
Freefem   2000 pl   2903
Linked Markdown     2022 textMarkup     2904
Loom 1987 knowledgeBase  2905
o42a 2010 pl   2906
operon    2018 queryLanguage  2907
Planguage 2001 dataNotation   2908
ScriptEase     2001 pl   2909
Suneido   2000 pl   2910
whalecalf 2000 grammarLanguage     2911
Algae     1997 pl   2912
DAS  1962 pl   2913
g-expressions  2012 pl   2914
Metaweb Query Language   2006 queryLanguage  2915
Newton    1977 pl   2916
Pandora   1989 pl   2917
PSI  2013 pl   2918
Push 2001 pl   2919
rapidgen-rpl   1983 pl   2920
Spill     1997 pl   2921
xduce     2003 pl   2922
nirvana   2018 pl   2923
X-BASIC   1987 pl   2924
Xupdate   2000 pl   2925
Baby modula-3  1993 pl   2926
Hbasic    2007 pl   2927
Multi-user BASIC    1980 pl   2928
Firefox   2004 webBrowser     2929
WebKit    1998 browserEngine  2930
XGBoost   2014 library   2931
LSP  2016 protocol  2932
root-format    1994 binaryDataFormat    2933
DomainKeys Identified Mail    2004 standard  2934
GHC  1992 compiler  2935
JMAP 2019 protocol  2936
PSYCO     2007 grammarLanguage     2937
alfred    1972 pl   2938
Boost C++ libraries 1998 library   2939
Oracle Java    2010 pl   2940
ZIM Format     2009 binaryDataFormat    2941
Seph 2010 pl   2942
SpiderMonkey   1996 vm   2943
parquet   2014 binaryDataFormat    2944
Docker    2013 application    2945
Linoleum (L.in.oleum)    1996 pl   2946
GCC  1987 compiler  2947
GeoGebra  2001 application    2948
MathJax   2008 textMarkup     2949
GraphQL+- 2017 queryLanguage  2950
hackage-pm     2007 packageManager 2951
mockingbird-notation     1996 notation  2952
kernel    2009 pl   2953
Sourcetree     2010 application    2954
Abacus    -2700     computingMachine    2955
ADS-B     2006 standard  2956
Attic numerals -600 numeralSystem  2957
Bit array 2004 dataStructure  2958
Fast Fourier Transform Equation    1965 equation  2959
Feynman diagram     1948 notation  2960
Greek numerals -300 numeralSystem  2961
Navier-Stokes Equation   1821 equation  2962
Pascal's calculator 1642 computingMachine    2963
Roman abacus   -2700     computingMachine    2964
Roman numerals -900 numeralSystem  2965
ALOHAnet  1971 protocol  2966
CueCat    2000 barCodeFormat  2967
Etruscan numerals   -700 numeralSystem  2968
Liber Abaci    1202 notation  2969
Visual J++     1996 pl   2970
MonoDevelop    2003 editor    2971
Normal Distribution Equation  1823 equation  2972
Vienna Development Method Specification Language  1996 pl   2973
Address   1955 pl   2974
AFS  1982 filesystem     2975
Ampère's Circuital Equation   1961 equation  2976
Apple I   1976 computingMachine    2977
Atom 2014 editor    2978
Coulomb's Equation  1785 equation  2979
Steinberg Cubase    1989 application    2980
Faraday's Induction Equation  1831 equation  2981
Gauss Flux Formula  1773 equation  2982
Gauss Magnetism Formula  1773 equation  2983
Gecko     1997 browserEngine  2984
HCCB 2007 barCodeFormat  2985
HLASM     1992 assembly  2986
IMac 1998 computingMachine    2987
Ingres database     1974 database  2988
IPad 2010 computingMachine    2989
IPhone    2007 computingMachine    2990
IPv4 1984 protocol  2991
Language H     1962 pl   2992
MacBook Air    2008 computingMachine    2993
Macintosh 1984 computingMachine    2994
MP3  1993 binaryDataFormat    2995
OpenDoc   1993 protocol  2996
PL/I 1981 pl   2997
Price Equation 1967 equation  2998
Pythagorean Equation     -570 equation  2999
Safari    2003 webBrowser     3000
Set-builder notation     1942 notation  3001
Sender Policy Framework  2000 standard  3002
Sprite Operating System  1984 os   3003
SYBYL line notation 1997 textDataFormat 3004
Wiswesser line notation  1949 textDataFormat 3005
Bayes' Equation     1763 equation  3006
Device independent file format     1982 binaryDataFormat    3007
Dot Product Equation     1773 equation  3008
Gravity Equation    1687 equation  3009
Information Theory Equation   1948 equation  3010
InterPlanetary File System    2015 protocol  3011
nroff     1972 textMarkup     3012
PHIGS     1988 library   3013
PNG  1996 binaryDataFormat    3014
QFX file format     1997 textDataFormat 3015
Razor     2010 template  3016
SK8  1988 pl   3017
SPARQCode 2010 barCodeFormat  3018
Superplan 1951 pl   3019
WATBOL    1969 compiler  3020
ALGOL X   1963 pl   3021
Energy Momentum Equation 1928 equation  3022
HEIC 2015 binaryDataFormat    3023
Lincos    1961 notation  3024
Molecular Query Language 2007 queryLanguage  3025
COM Structured Storage   2010 binaryDataFormat    3026
Advice Taker   1958 pl   3027
BBN-LISP  1960 pl   3028
Dendral   1965 application    3029
eqn  1974 textMarkup     3030
Euler's Equation    1748 equation  3031
GENSTAT   1968 application    3032
HyperFun  1999 pl   3033
Kyma 1986 pl   3034
Macintosh Common Lisp    1984 pl   3035
Object Definition Language    1991 pl   3036
ObjVlisp  1984 pl   3037
PM2  1989 pl   3038
Prolog++  1994 pl   3039
RPG III   1968 pl   3040
Schoonschip    1963 pl   3041
SDF  1989 grammarLanguage     3042
Setun     1958 computingMachine    3043
SQUOZE    1958 binaryDataFormat    3044
STRINGCOMP     1967 pl   3045
FLANG     1988 pl   3046
General Activity Simulation Program     1961 pl   3047
Integral Equation   1888 equation  3048
Iota-and-jot   2001 esolang   3049
Little Smalltalk    1987 pl   3050
Optimization Programming Language  1999 pl   3051
Parasolid 2000 application    3052
RPG II    1965 pl   3053
Semi-Thue 1914 grammarLanguage     3054
SHRDLU    1968 application    3055
DAD  2015 pl   3056
Gofer     1994 pl   3057
Programming Language for the University of Maryland    1978 pl   3058
Interscript    1984 textMarkup     3059
ISO 8601  1988 standard  3060
Nyquist   1997 pl   3061
Rosetta-2 2006 pl   3062
Shared Dataspace Language     1988 pl   3063
Definite clause grammar  1980 grammarLanguage     3064
Language for Your Remote Instruction by Computer  1966 pl   3065
ZPL  1993 pl   3066
beagle    2019 pl   3067
draconian 2021 pl   3068
stringbean     2016 pl   3069
8th  2014 pl   3070
arvelie-format 2017 timeFormat     3071
Flare     2001 pl   3072
MINI OBJECT-ORIENTED LANGUAGE 2010 pl   3073
plasma    2015 pl   3074
RQL  2017 pl   3075
AArch64   2011 assembly  3076
CLASS     1970 pl   3077
Edison    1992 pl   3078
Electre   1983 pl   3079
EverParse3D    2022 idl  3080
GRIN 1977 pl   3081
guru 2009 pl   3082
iikuse    2010 esolang   3083
manticore 2009 pl   3084
Nelua     2019 pl   3085
PLEASE    1984 pl   3086
rbscript  1996 pl   3087
SBA  1977 pl   3088
SCAN 1987 pl   3089
sh   1971 pl   3090
Statement List 1993 assembly  3091
V    1997 pl   3092
WebAssembly Text Format  2015 pl   3093
XML Query Language  1998 queryLanguage  3094
xt3d 2000 grammarLanguage     3095
atx  2002 textMarkup     3096
w    2019 pl   3097
LOGIN     1986 pl   3098
Moby 1998 pl   3099
algobox   2011 pl   3100
COMSOL Script  1998 pl   3101
Nosica    2002 pl   3102
Bistro    1999 pl   3103
BitC 2004 pl   3104
Boxx 2002 pl   3105
Hyper Basic    1985 pl   3106
MetaL     2001 pl   3107
Monesa    2002 pl   3108
Tibbo BASIC    2000 pl   3109
TouchDevelop   2012 pl   3110
UJML 2000 pl   3111
WinDev    1993 pl   3112
Wlanguage 1992 pl   3113
XProfan   1990 pl   3114
Bigwig Programming Language   1998 pl   3115
Deesel    2005 pl   3116
Timber    1999 pl   3117
Micro-PROLOG   1980 pl   3118
Scieneer Common Lisp     2002 pl   3119
Superx++  2001 pl   3120
CHAIN     1981 pl   3121
Escapade  1977 pl   3122
Izibasic  2004 pl   3123
M    2008 pl   3124
Mocklisp  1981 pl   3125
Moonrock Basic Compiler  1994 pl   3126
Omikron BASIC  1985 pl   3127
PROC procedure language  1986 pl   3128
Bon  1967 pl   3129
Marmot    2000 pl   3130
Portal langage 1978 pl   3131
PowerLanguage  1997 pl   3132
HTTP/3    2018 protocol  3133
MUSP 1960 pl   3134
NGL  2001 pl   3135
Klerer-May System   1964 pl   3136
Legal Knowledge Interchange Format 2007 xmlFormat 3137
OPL  1989 pl   3138
iScript   2008 pl   3139
SIMAN     1983 pl   3140
clox 2020 pl   3141
rlox 2004 pl   3142
Biological Expression Language     2003 textDataFormat 3143
converge  2004 pl   3144
datev     2017 pl   3145
dynamo-pm 2013 packageManager 3146
eta  2017 pl   3147
foundry   2013 pl   3148
grain     2017 pl   3149
habit     2016 pl   3150
liquidity 2017 pl   3151
mypy 2012 pl   3152
NumPad    2022 editor    3153
package-control-pm  2014 packageManager 3154
shakti    2019 pl   3155
tablatal  2017 pl   3156
arrow     2015 pl   3157
axt-format     2004 textDataFormat 3158
Browser Extensible Data Format     2004 textDataFormat 3159
DUEL 1993 pl   3160
EQS  1978 pl   3161
EZ   1984 pl   3162
Interleaved Notation     2022 pl   3163
OASIS     1994 pl   3164
PAMELA    1992 pl   3165
RAISE Specification Language  1992 pl   3166
School    1990 pl   3167
SNQL: A Social Network Query and Transformation Language    2011 queryLanguage  3168
System V ABI   1983 binaryExecutable    3169
Titanium  1998 pl   3170
SDMS 2001 pl   3171
shml 2015 textMarkup     3172
sentient  2016 pl   3173
squiggle  2015 pl   3174
shill     2014 pl   3175
IT   1955 pl   3176
calc 2013 plzoo     3177
clojars-pm     2009 packageManager 3178
cocoapods-pm   2011 packageManager 3179
cpan-pm   1995 packageManager 3180
crates-pm 2014 packageManager 3181
ctan-pm   1998 packageManager 3182
dio  2020 pl   3183
enso 2011 pl   3184
Extempore 2011 pl   3185
goose     2018 pl   3186
grunt     2011 library   3187
imp-lang  2019 pl   3188
JMESPath  2013 pl   3189
kilo-lisp 2019 pl   3190
lasp 2015 pl   3191
Leazy     1990 compiler  3192
melpha-pm 2014 packageManager 3193
Omega     2019 pl   3194
pgql 2016 pl   3195
PickCode  2021 visual    3196
plink-bed-format    2007 binaryDataFormat    3197
plumb     2014 pl   3198
powershell-gallery-pm    2014 packageManager 3199
PSeInt    2003 pl   3200
robotc    2005 pl   3201
sdf-format     2012 xmlFormat 3202
skew 2015 pl   3203
smalltalkhub-pm     2011 packageManager 3204
souffle   2019 pl   3205
spark-pm  2014 packageManager 3206
statebox  2008 visual    3207
versioned-text-markup-language     1999 textMarkup     3208
ABEL 1979 pl   3209
Afnix     2003 pl   3210
BOLT 1981 pl   3211
CCS  1999 pl   3212
Chimera   1994 pl   3213
Descartes 1983 pl   3214
DINO 1990 pl   3215
DLP  1992 pl   3216
HScript   1996 pl   3217
Lila 2017 pl   3218
Lorel     1996 queryLanguage  3219
MDL  1992 pl   3220
PAISley   1982 pl   3221
Relational Data File     1965 queryLanguage  3222
Ruri 2000 pl   3223
SCROLL    1970 pl   3224
SquidConf 1996 configFormat   3225
Timeless Instruction Set (TL ISA)  2022 isa  3226
UnQL 2000 queryLanguage  3227
WATFOR    1966 pl   3228
Wikitax   2002 wikiMarkup     3229
unlws     2010 notation  3230
WebStorm  2010 editor    3231
Floral    2020 pl   3232
REC Studio     2010 decompiler     3233
thune     2014 pl   3234
BIPLAN    2017 pl   3235
bytecode-modeling-language    2008 bytecode  3236
coi-protocol   2019 protocol  3237
Datalisp  2020 pl   3238
iqr  1994 barCodeFormat  3239
jedit-editor   1998 editor    3240
lunar     2017 pl   3241
marten    1980 visual    3242
Nova 2019 editor    3243
PhpStorm  2011 editor    3244
Plush     2017 pl   3245
resharper-editor    2004 editor    3246
rider-editor   2017 editor    3247
stx  1999 pl   3248
tetruss-app    1996 application    3249
unicon-adl     1996 pl   3250
Vortex    2020 pl   3251
aubit-4gl 2001 pl   3252
AUR  2015 packageManager 3253
bscript-interpreter 1999 interpreter    3254
BScript   1999 pl   3255
chicken-lang   2013 esolang   3256
cixl 2018 pl   3257
clickpath 2011 queryLanguage  3258
Coral     2017 pl   3259
domino    1989 pl   3260
frtime    2004 pl   3261
hac  2007 pl   3262
hsaml-format   2013 xmlFormat 3263
Imandra Protocol Language     2017 pl   3264
klisp     1958 pl   3265
kvsapi    2019 standard  3266
Lanai     2016 isa  3267
lazarus-editor 2012 editor    3268
listdown  2017 textMarkup     3269
Mascara   2009 pl   3270
Multihash 2017 hashFunction   3271
paperalgo 2014 notation  3272
powerloom-knowledgeBase  1999 knowledgeBase  3273
quicksight-app 2015 application    3274
rlmeta    2018 grammarLanguage     3275
tab  2015 pl   3276
tarot     2017 compiler  3277
teal 1987 pl   3278
underlay  2018 protocol  3279
Vim Scripts    2001 packageManager 3280
Visual Studio Marketplace     2015 packageManager 3281
yinyang   2013 pl   3282
Arturo    2019 pl   3283
BRL  1997 pl   3284
business-rule-language   2012 pl   3285
bx   1990 pl   3286
Cheri     2010 isa  3287
ctalk     2006 pl   3288
dec64     2009 numeralSystem  3289
gemini-protocol     2020 protocol  3290
Gnome Basic    1999 pl   3291
google-data-studio-app   2016 application    3292
General purpose     2015 pl   3293
helium    2003 pl   3294
holonforth     1989 pl   3295
JuliaHub Packages   2014 packageManager 3296
MathWorks File Exchange  1997 packageManager 3297
miso-framework 2016 framework 3298
objective-modula-2  2009 pl   3299
qbe  2015 pl   3300
Radish    2022 pl   3301
readable-lisp  2013 pl   3302
redpanda-app   2009 application    3303
rhoscript 2013 pl   3304
ruby-mine-editor    2008 editor    3305
sharpscript    2019 pl   3306
sierra    2018 pl   3307
tengo     2019 pl   3308
tinygo-compiler     2018 compiler  3309
Lambda Diagrams     2014 notation  3310
uml2-sp   2018 pl   3311
Wolfram Data Framework   2014 dataNotation   3312
atomo     2010 pl   3313
B3 IR     2016 ir   3314
blank     2018 esolang   3315
Blueprints     2014 visual    3316
C^3  2009 pl   3317
c-smile   2002 pl   3318
calc_var  2013 plzoo     3319
chaos-lang     2020 pl   3320
Cobol.NET 2002 pl   3321
coffeepp  2017 pl   3322
Conan Center   2016 packageManager 3323
dart-pm   2011 packageManager 3324
dfns 2014 pl   3325
dss  2018 pl   3326
Elm Packages   2012 packageManager 3327
emu  2019 pl   3328
fmj  2003 pl   3329
Genshi Text    2020 pl   3330
GNU Linear Programming Kit    2000 library   3331
High-Level Virtual Machine    2009 vm   3332
Kefir     2021 compiler  3333
klong     2015 pl   3334
kogut     2004 pl   3335
koi  2010 pl   3336
lllpg     2012 library   3337
Maven Central Repository 2018 packageManager 3338
minihaskell    2013 plzoo     3339
miniprolog     2013 plzoo     3340
mir  2015 ir   3341
mlite     2004 pl   3342
Optimized Row Columnar   2016 binaryDataFormat    3343
piccola   2002 pl   3344
Pursuit PureScript Package Repository   2014 packageManager 3345
pyke 2008 knowledgeBase  3346
Python Format Specification   2008 template  3347
ra   2015 pl   3348
raco-pm   2012 packageManager 3349
redscript 2013 pl   3350
retroforth     2000 pl   3351
rsharp    2003 pl   3352
scopes    2016 pl   3353
shade     2012 pl   3354
skookumscript  2004 pl   3355
SmartGameFormat     1987 pl   3356
SNBT 2011 pl   3357
solaris-pm     2004 packageManager 3358
SOQL 2006 queryLanguage  3359
sub  2013 plzoo     3360
tern 2019 pl   3361
terse     1986 assembly  3362
tetra     2017 pl   3363
texpr     2013 pl   3364
thorn     2014 pl   3365
tilton    2000 pl   3366
typedefs  2017 grammarLanguage     3367
Zoem 2005 pl   3368
AIR  2016 ir   3369
BUSH 2002 pl   3370
chirp     2008 visual    3371
cloe 2018 pl   3372
comm 2013 plzoo     3373
CorelScript    1994 pl   3374
crack     2011 pl   3375
cran-pm   1993 packageManager 3376
Descript  2018 pl   3377
D++  1999 pl   3378
DRAGOON   1989 pl   3379
Emacs Lisp Package Archive    2016 packageManager 3380
envoy-app 2017 application    3381
flux-lang 2006 pl   3382
forthnet-pm    2010 packageManager 3383
fox  2017 pl   3384
GSQL 2015 pl   3385
Hex-Rays  2005 decompiler     3386
JSGF 1998 pl   3387
lambda    2013 plzoo     3388
levy 2013 plzoo     3389
loglo     2020 pl   3390
Maplesoft Application Center  2004 packageManager 3391
miniml    2013 plzoo     3392
New AWK   1993 pl   3393
nimble-pm 2016 packageManager 3394
oforth    2009 pl   3395
Ordered graph data language   2002 textDataFormat 3396
orca-lang 2014 pl   3397
polly     2016 template  3398
poly 2013 plzoo     3399
popcorn-linux  1994 os   3400
PyPI 2015 packageManager 3401
raptor    2015 visual    3402
Restricted Python   2007 pl   3403
sepi 2012 pl   3404
slim-pl   1999 pl   3405
SOSL 2006 queryLanguage  3406
Boston College Statistical Software Components    1996 packageManager 3407
subscript 2012 pl   3408
Table Query Language     1997 queryLanguage  3409
toadskin  2003 esolang   3410
TWiki     1998 wikiMarkup     3411
ugnis     2017 pl   3412
Visual Logic   2005 visual    3413
woofjs    2016 pl   3414
xmpp-protocol  2003 protocol  3415
Xoc  2008 compiler  3416
angr 2015 decompiler     3417
antha     2014 pl   3418
arend     2019 pl   3419
Apache Arrow   2016 binaryDataFormat    3420
Binary Ninja   2015 decompiler     3421
bjou 2019 pl   3422
charly    2017 pl   3423
circa     2012 pl   3424
cleanlang 2017 pl   3425
cx   2015 pl   3426
edgeql    2017 queryLanguage  3427
Elpi 2014 pl   3428
eno  2018 pl   3429
ForgeBox  2015 packageManager 3430
Ghidra    2019 decompiler     3431
glitch-editor  2017 editor    3432
GNS  2018 protocol  3433
Header Dictionary Triples     2012 binaryDataFormat    3434
helena    2017 pl   3435
hello     2015 pl   3436
Hilltop   2018 pl   3437
joker     2018 pl   3438
kate-editor    2000 editor    3439
kima 2018 pl   3440
l    2013 pl   3441
min  2017 pl   3442
neovim-editor  2015 editor    3443
neralie-format 2017 timeFormat     3444
none 2015 pl   3445
onex 2014 application    3446
OpenSpice 2005 pl   3447
par  2018 pl   3448
pisc 2017 pl   3449
plink-bim-format    2007 textDataFormat 3450
plink-fam-format    2007 textDataFormat 3451
potential 2010 pl   3452
prodel    2014 pl   3453
Sather-K  1995 pl   3454
The Synthetic Biology Open Language     2010 xmlFormat 3455
simit     2016 pl   3456
Smithy    2016 pl   3457
socialite 2015 pl   3458
syndicate 2016 pl   3459
Tea  2019 library   3460
Typst     2022 textMarkup     3461
urn  2017 pl   3462
bag-format     2010 binaryDataFormat    3463
C∀   2018 pl   3464
chartio-app    2010 application    3465
chocolatey-pm  2011 packageManager 3466
Clausal Language    1997 pl   3467
ctr  2017 pl   3468
darklang  2019 pl   3469
Dimensional Script  2012 notation  3470
Fawlty    2006 pl   3471
goby 2017 pl   3472
Hex  2014 packageManager 3473
juttle    2014 pl   3474
kayia     1999 pl   3475
ki   2014 pl   3476
libsvm-format  2011 textDataFormat 3477
luarocks-pm    2007 packageManager 3478
mathematica-packagedata-pm    2015 packageManager 3479
Mathpix Markdown    2019 textMarkup     3480
merd 2002 pl   3481
morfa     2015 pl   3482
nectar    2016 pl   3483
np   2013 pl   3484
NU-Prolog 1988 pl   3485
PacmanConf     2019 configFormat   3486
panther-lang   2010 pl   3487
paxScript 2011 pl   3488
PkgConfig 2000 configFormat   3489
pliant    1999 pl   3490
plink-map-format    2007 textDataFormat 3491
Simkin    1995 pl   3492
singular  1987 pl   3493
soul 2000 queryLanguage  3494
T3X  1995 pl   3495
tiddler   2004 pl   3496
Alma 1997 pl   3497
AlpHard   1996 pl   3498
COPE 1977 pl   3499
cT   1989 pl   3500
EDUCE     1986 pl   3501
gnu-rtl   1987 ir   3502
INQUIRE   1969 queryLanguage  3503
McLeyvier Command Language    1982 pl   3504
Modified Integration Digital Analog Simulator     1963 pl   3505
O++  1989 pl   3506
order     2003 pl   3507
Perfectscript  1995 pl   3508
PO   2000 pl   3509
PROSPER   1989 pl   3510
Sapphire  1995 pl   3511
SHADOW    1958 pl   3512
SHEEP     1978 pl   3513
SLANG     1960 pl   3514
UnQL 2011 queryLanguage  3515
WebGPU Shading Language  2020 pl   3516
XE   1988 pl   3517
XQL  1998 queryLanguage  3518
BEAM Bytecode  2017 bytecode  3519
Vienna Definition Language    1965 pl   3520
CDL  1995 pl   3521
FORTRAN 77     1977 pl   3522
Snit 2002 pl   3523
Cish 2022 pl   3524
SNOBOL3   1966 pl   3525
Zeta 2008 pl   3526
ACCENT    1990 pl   3527
Argos     1992 pl   3528
BABEL     1990 pl   3529
BridgeTalk     1987 pl   3530
Combined Log Format 2002 textDataFormat 3531
DDF  2016 dataNotation   3532
DEMETER   1995 pl   3533
Dribble   2003 pl   3534
ETC  1971 pl   3535
Fable     1983 pl   3536
Friendly Enough Expression Language     2015 queryLanguage  3537
Generic Expression Language   2008 textMarkup     3538
GLOSS     1971 pl   3539
Herbrand  1995 pl   3540
JACL 1997 pl   3541
KB   1990 pl   3542
LESK 1975 pl   3543
Lighttpd configuration file   2003 configFormat   3544
Lisp Object-Oriented Programming System 1983 pl   3545
MADCAP VI 1972 pl   3546
MENDEL    1985 pl   3547
nML  1991 pl   3548
Patchwork 1996 pl   3549
PLAN2D    1976 pl   3550
Pluk 1995 pl   3551
Prolog Pack    2012 packageManager 3552
RLISP     1970 pl   3553
ROS Message    2010 idl  3554
SMDL 1991 pl   3555
SoQL 2009 queryLanguage  3556
Statemate 1998 pl   3557
Tick C    1997 pl   3558
Tiki Wiki Markup    2002 wikiMarkup     3559
topaz     2011 pl   3560
torchscript    2018 pl   3561
Tutorial D     1994 queryLanguage  3562
AMTRAN    1966 pl   3563
ANNA 1987 pl   3564
APL-GPSS  1988 pl   3565
aQasm     2017 assembly  3566
Arc Assembly   1947 assembly  3567
bawk 1994 pl   3568
Binary Equation     1689 equation  3569
BIRD 2021 pl   3570
CDL++     1999 pl   3571
CMIX 1980 pl   3572
COMMEN    1967 pl   3573
cooC 2000 pl   3574
TypeScript Type Declarations  2012 headerLang     3575
EXPLAN    1994 pl   3576
EXPLOR    1972 pl   3577
FORTRAN assembly program 1959 assembly  3578
FAR  2000 pl   3579
flowlog   2014 pl   3580
Giotto    2001 pl   3581
Hadoop Distributed File System     2011 filesystem     3582
Heron     2008 pl   3583
IBEX 2002 pl   3584
IFO  1987 pl   3585
Knowledge Acquisition and Representation Language 1993 pl   3586
L6   1963 pl   3587
LISP 1.5  1959 pl   3588
Lorel     1974 pl   3589
MAPS 1993 pl   3590
MOOSE     1994 pl   3591
MSL  1977 pl   3592
NAKL 1982 pl   3593
NODAL     1972 pl   3594
o2   1989 pl   3595
OOPS+     1988 pl   3596
PACTOLUS  1964 pl   3597
Pascal-XSC     1991 pl   3598
Petr 1999 pl   3599
PopAsm    2003 pl   3600
PUFFT     1965 pl   3601
quexal    2007 esolang   3602
RATSNO    1977 pl   3603
Rapid Development and Maintenance Language   2005 pl   3604
rds-format     2011 binaryDataFormat    3605
Real-Time Concurrent C   1991 pl   3606
Real-Time Mentat    1989 pl   3607
Regina    2001 pl   3608
REGULUS   1977 pl   3609
RPL  1988 queryLanguage  3610
RPT  1961 pl   3611
Rosetta SMALLTALK   1979 pl   3612
S-Snobol  1978 pl   3613
SHOE 2000 pl   3614
SIL  1990 pl   3615
sina 1989 pl   3616
Smalltalk YX   2007 pl   3617
SMOKE     1992 pl   3618
Snostorm  1984 pl   3619
SQLMP     1991 pl   3620
SSL  1994 protocol  3621
STOICAL   2000 pl   3622
TAO  1983 pl   3623
Verse     2022 pl   3624
Water     2002 template  3625
xs   2019 pl   3626
appcode-editor 2016 editor    3627
brackets-editor     2012 editor    3628
clion-editor   2015 editor    3629
code-blocks-editor  2005 editor    3630
codelite-editor     2006 editor    3631
Schrödinger's Equation   1925 equation  3632
synergist 1986 pl   3633
uscript   2016 notation  3634
uscript2  2018 notation  3635
2lisp     1982 pl   3636
arbortext-command-language    2009 pl   3637
Argon     2022 pl   3638
chappe-code    1792 notation  3639
concordance    1994 pl   3640
CSV++     2016 dataNotation   3641
gedit-editor   1999 editor    3642
Imaginary Number Equation     1572 equation  3643
intellijidea-editor 2001 editor    3644
komodo-editor  2007 editor    3645
pycharm-editor 2016 editor    3646
